YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,ORIGIN_AIRPORT_ID,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST_CITY_NAME,CRS_DEP_TIME,CRS_ARR_TIME,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DISTANCE
2015,1,3,6,WN,10721,Boston   MA,11292,Denver   CO,1655,1955,0,0,0,1754
2015,1,1,4,WN,13891,Ontario   CA,13796,Oakland   CA,2110,2225,0,0,0,362
2015,1,1,4,WN,14100,Philadelphia   PA,10397,Atlanta   GA,1835,2050,28,1,0,666
2015,1,1,4,WN,14100,Philadelphia   PA,15304,Tampa   FL,1450,1735,57,1,0,920
2015,1,2,5,WN,12889,Las Vegas   NV,10279,Amarillo   TX,925,1320,0,0,0,758
2015,1,2,5,WN,12889,Las Vegas   NV,10792,Buffalo   NY,1740,50,16,1,0,1986
2015,1,2,5,WN,12889,Las Vegas   NV,11292,Denver   CO,1005,1300,0,0,0,628
2015,1,2,5,WN,12889,Las Vegas   NV,11540,El Paso   TX,1715,1950,0,0,0,583
2015,1,2,5,WN,12889,Las Vegas   NV,12339,Indianapolis   IN,935,1605,0,0,0,1590
2015,1,2,5,WN,12889,Las Vegas   NV,13342,Milwaukee   WI,1815,2340,18,1,0,1524
2015,1,2,5,WN,12889,Las Vegas   NV,14570,Reno   NV,1755,1915,24,1,0,345
2015,1,2,5,WN,12892,Los Angeles   CA,10140,Albuquerque   NM,950,1235,46,1,0,677
2015,1,2,5,WN,12953,New York   NY,13232,Chicago   IL,830,1005,4,0,0,725
2015,1,2,5,WN,12992,Little Rock   AR,11259,Dallas   TX,2010,2120,158,1,0,296
2015,1,2,5,WN,13204,Orlando   FL,10599,Birmingham   AL,1105,1140,0,0,0,479
2015,1,2,5,WN,13204,Orlando   FL,10821,Baltimore   MD,650,905,0,0,0,787
2015,1,2,5,WN,13204,Orlando   FL,13198,Kansas City   MO,1550,1750,1,0,0,1072
2015,1,2,5,WN,13204,Orlando   FL,13495,New Orleans   LA,1720,1805,20,1,0,551
2015,1,2,5,WN,13204,Orlando   FL,14843,San Juan   PR,1140,1525,3,0,0,1189
2015,1,2,5,WN,13232,Chicago   IL,11278,Washington   DC,1715,2000,,,1,601
2015,1,3,6,WN,11292,Denver   CO,10397,Atlanta   GA,1935,20,41,1,0,1199
2015,1,3,6,WN,11292,Denver   CO,14107,Phoenix   AZ,2205,2355,29,1,0,602
2015,1,3,6,WN,11433,Detroit   MI,10821,Baltimore   MD,550,730,0,0,0,409
2015,1,3,6,WN,11986,Grand Rapids   MI,11292,Denver   CO,635,745,0,0,0,1015
2015,1,3,6,WN,12191,Houston   TX,10397,Atlanta   GA,615,905,19,1,0,696
2015,1,3,6,WN,12191,Houston   TX,12206,Harlingen/San Benito   TX,1135,1235,41,1,0,277
2015,1,3,6,WN,12191,Houston   TX,13244,Memphis   TN,715,840,119,1,0,484
2015,1,3,6,WN,12191,Houston   TX,13495,New Orleans   LA,2100,2200,18,1,0,302
2015,1,2,5,WN,14107,Phoenix   AZ,14679,San Diego   CA,1145,1155,0,0,0,304
2015,1,2,5,WN,14107,Phoenix   AZ,14869,Salt Lake City   UT,1525,1700,1,0,0,507
2015,1,2,5,WN,14107,Phoenix   AZ,14908,Santa Ana   CA,2035,2050,27,1,0,338
2015,1,2,5,WN,14122,Pittsburgh   PA,13204,Orlando   FL,2000,2220,0,0,0,834
2015,1,2,5,WN,14307,Providence   RI,10821,Baltimore   MD,1120,1245,0,0,0,327
2015,1,2,5,WN,14492,Raleigh/Durham   NC,11292,Denver   CO,900,1105,0,0,0,1436
2015,1,2,5,WN,14570,Reno   NV,12889,Las Vegas   NV,1015,1125,0,0,0,345
2015,1,2,5,WN,14570,Reno   NV,12889,Las Vegas   NV,925,1040,27,1,0,345
2015,1,2,5,WN,14635,Fort Myers   FL,10821,Baltimore   MD,1855,2120,5,0,0,919
2015,1,2,5,WN,14679,San Diego   CA,13796,Oakland   CA,1220,1350,7,0,0,446
2015,1,2,5,WN,14679,San Diego   CA,14893,Sacramento   CA,620,810,12,0,0,480
2015,1,2,5,WN,14747,Seattle   WA,14107,Phoenix   AZ,1540,1925,0,0,0,1107
2015,1,2,5,WN,14747,Seattle   WA,14893,Sacramento   CA,2005,2150,0,0,0,605
2015,1,2,5,WN,14831,San Jose   CA,14107,Phoenix   AZ,1510,1755,4,0,0,621
2015,1,2,5,WN,14869,Salt Lake City   UT,11292,Denver   CO,1725,1850,29,1,0,391
2015,1,2,5,WN,14893,Sacramento   CA,10800,Burbank   CA,1555,1705,0,0,0,358
2015,1,2,5,WN,14893,Sacramento   CA,12892,Los Angeles   CA,600,725,12,0,0,373
2015,1,2,5,WN,14893,Sacramento   CA,14057,Portland   OR,655,830,0,0,0,479
2015,1,3,6,WN,13204,Orlando   FL,13296,Manchester   NH,1930,2215,53,1,0,1142
2015,1,3,6,WN,13204,Orlando   FL,15016,St. Louis   MO,1135,1305,16,1,0,882
2015,1,3,6,WN,13232,Chicago   IL,11042,Cleveland   OH,2125,2335,20,1,0,307
2015,1,3,6,WN,13232,Chicago   IL,11259,Dallas   TX,940,1210,78,1,0,793
2015,1,3,6,WN,13232,Chicago   IL,13204,Orlando   FL,605,940,24,1,0,990
2015,1,3,6,WN,13495,New Orleans   LA,15016,St. Louis   MO,1415,1555,1,0,0,604
2015,1,3,6,WN,13871,Omaha   NE,13232,Chicago   IL,1020,1150,57,1,0,423
2015,1,3,6,WN,13871,Omaha   NE,13232,Chicago   IL,1625,1755,64,1,0,423
2015,1,3,6,WN,14057,Portland   OR,13796,Oakland   CA,1100,1240,10,0,0,543
2015,1,3,6,WN,14100,Philadelphia   PA,12889,Las Vegas   NV,620,905,0,0,0,2176
2015,1,3,6,WN,14107,Phoenix   AZ,12889,Las Vegas   NV,1145,1150,8,0,0,255
2015,1,3,6,WN,14107,Phoenix   AZ,12889,Las Vegas   NV,1920,1925,18,1,0,255
2015,1,3,6,WN,14107,Phoenix   AZ,12892,Los Angeles   CA,1020,1040,36,1,0,370
2015,1,3,6,WN,14107,Phoenix   AZ,14730,Louisville   KY,1005,1515,7,0,0,1506
2015,1,3,6,WN,14307,Providence   RI,10821,Baltimore   MD,850,1020,0,0,0,327
2015,1,3,6,WN,14492,Raleigh/Durham   NC,10693,Nashville   TN,920,950,0,0,0,442
2015,1,3,6,WN,14570,Reno   NV,12892,Los Angeles   CA,1145,1305,66,1,0,391
2015,1,3,6,WN,14635,Fort Myers   FL,10874,Akron   OH,1325,1555,5,0,0,991
2015,1,3,6,WN,14679,San Diego   CA,14057,Portland   OR,805,1040,26,1,0,933
2015,1,3,6,WN,12191,Houston   TX,15370,Tulsa   OK,2140,2305,221,1,0,453
2015,1,3,6,WN,12889,Las Vegas   NV,10423,Austin   TX,1345,1825,147,1,0,1090
2015,1,3,6,WN,12889,Las Vegas   NV,11884,Spokane   WA,920,1145,2,0,0,806
2015,1,3,6,WN,12889,Las Vegas   NV,14570,Reno   NV,2115,2230,0,0,0,345
2015,1,3,6,WN,12889,Las Vegas   NV,15376,Tucson   AZ,1905,2115,30,1,0,365
2015,1,3,6,WN,12892,Los Angeles   CA,12889,Las Vegas   NV,1125,1225,13,0,0,236
2015,1,3,6,WN,12892,Los Angeles   CA,12889,Las Vegas   NV,2135,2240,25,1,0,236
2015,1,3,6,WN,13158,Midland/Odessa   TX,11259,Dallas   TX,1745,1850,42,1,0,319
2015,1,3,6,WN,13198,Kansas City   MO,10140,Albuquerque   NM,1630,1740,7,0,0,718
2015,1,3,6,WN,13198,Kansas City   MO,13487,Minneapolis   MN,1020,1140,0,0,0,393
2015,1,3,6,WN,13204,Orlando   FL,10397,Atlanta   GA,745,925,0,0,0,404
2015,1,4,7,WN,10821,Baltimore   MD,12892,Los Angeles   CA,1020,1325,0,0,0,2329
2015,1,4,7,WN,10821,Baltimore   MD,14576,Rochester   NY,2205,2315,0,0,0,277
2015,1,4,7,WN,10874,Akron   OH,14635,Fort Myers   FL,1335,1610,12,0,0,991
2015,1,4,7,WN,11066,Columbus   OH,15304,Tampa   FL,705,930,0,0,0,829
2015,1,4,7,WN,11259,Dallas   TX,12191,Houston   TX,1500,1600,29,1,0,239
2015,1,4,7,WN,11259,Dallas   TX,13232,Chicago   IL,2010,2220,91,1,0,793
2015,1,4,7,WN,11259,Dallas   TX,13232,Chicago   IL,945,1200,9,0,0,793
2015,1,4,7,WN,11278,Washington   DC,10397,Atlanta   GA,1030,1215,57,1,0,547
2015,1,4,7,WN,11292,Denver   CO,10693,Nashville   TN,1930,2255,16,1,0,1014
2015,1,4,7,WN,11292,Denver   CO,10721,Boston   MA,1810,2355,35,1,0,1754
2015,1,4,7,WN,11292,Denver   CO,14107,Phoenix   AZ,1320,1510,11,0,0,602
2015,1,4,7,WN,11433,Detroit   MI,14107,Phoenix   AZ,1200,1430,0,0,0,1671
2015,1,4,7,WN,11433,Detroit   MI,15016,St. Louis   MO,2020,2100,28,1,0,440
2015,1,4,7,WN,11618,Newark   NJ,13232,Chicago   IL,735,910,5,0,0,711
2015,1,4,7,WN,12191,Houston   TX,11292,Denver   CO,1100,1230,17,1,0,883
2015,1,4,7,WN,12191,Houston   TX,13495,New Orleans   LA,1150,1250,7,0,0,302
2015,1,4,7,WN,12191,Houston   TX,13851,Oklahoma City   OK,1415,1535,1,0,0,419
2015,1,4,7,WN,12191,Houston   TX,15370,Tulsa   OK,640,805,0,0,0,453
2015,1,4,7,WN,12339,Indianapolis   IN,12889,Las Vegas   NV,1620,1735,1,0,0,1590
2015,1,4,7,WN,12889,Las Vegas   NV,10800,Burbank   CA,2050,2150,45,1,0,223
2015,1,4,7,WN,12889,Las Vegas   NV,11292,Denver   CO,1720,2010,22,1,0,628
2015,1,5,1,WN,10397,Atlanta   GA,10874,Akron   OH,2120,2300,27,1,0,528
2015,1,5,1,WN,10397,Atlanta   GA,13342,Milwaukee   WI,1525,1625,47,1,0,669
2015,1,5,1,WN,10397,Atlanta   GA,14771,San Francisco   CA,1900,2135,0,0,0,2139
2015,1,4,7,WN,12889,Las Vegas   NV,14107,Phoenix   AZ,1150,1355,0,0,0,255
2015,1,4,7,WN,12889,Las Vegas   NV,14570,Reno   NV,1250,1410,18,1,0,345
2015,1,4,7,WN,12889,Las Vegas   NV,14570,Reno   NV,1155,1315,21,1,0,345
2015,1,4,7,WN,12889,Las Vegas   NV,14679,San Diego   CA,1405,1510,18,1,0,258
2015,1,4,7,WN,12889,Las Vegas   NV,14771,San Francisco   CA,1220,1350,20,1,0,414
2015,1,4,7,WN,12889,Las Vegas   NV,14908,Santa Ana   CA,1400,1500,19,1,0,226
2015,1,4,7,WN,12892,Los Angeles   CA,10397,Atlanta   GA,1330,2040,44,1,0,1947
2015,1,4,7,WN,12892,Los Angeles   CA,14683,San Antonio   TX,930,1415,4,0,0,1211
2015,1,4,7,WN,12953,New York   NY,13232,Chicago   IL,830,1005,0,0,0,725
2015,1,4,7,WN,13198,Kansas City   MO,12892,Los Angeles   CA,1930,2110,219,1,0,1363
2015,1,4,7,WN,13204,Orlando   FL,14576,Rochester   NY,1555,1830,15,1,0,1033
2015,1,4,7,WN,13232,Chicago   IL,10529,Hartford   CT,1350,1650,63,1,0,777
2015,1,4,7,WN,13232,Chicago   IL,11278,Washington   DC,1115,1355,77,1,0,601
2015,1,4,7,WN,13232,Chicago   IL,12191,Houston   TX,1625,1920,58,1,0,937
2015,1,4,7,WN,13232,Chicago   IL,14122,Pittsburgh   PA,950,1205,68,1,0,402
2015,1,4,7,WN,13232,Chicago   IL,14635,Fort Myers   FL,1400,1745,98,1,0,1105
2015,1,4,7,WN,13487,Minneapolis   MN,15016,St. Louis   MO,825,955,29,1,0,448
2015,1,4,7,WN,13871,Omaha   NE,11292,Denver   CO,2035,2115,38,1,0,472
2015,1,4,7,WN,13891,Ontario   CA,12889,Las Vegas   NV,730,840,0,0,0,197
2015,1,4,7,WN,13891,Ontario   CA,14893,Sacramento   CA,2020,2140,0,0,0,390
2015,1,4,7,WN,13891,Ontario   CA,14893,Sacramento   CA,1205,1320,17,1,0,390
2015,1,4,7,WN,14027,West Palm Beach/Palm Beach   FL,10397,Atlanta   GA,615,805,0,0,0,545
2015,1,4,7,WN,14057,Portland   OR,10140,Albuquerque   NM,1245,1620,6,0,0,1111
2015,1,5,1,WN,11540,El Paso   TX,11259,Dallas   TX,755,1025,5,0,0,562
2015,1,5,1,WN,11540,El Paso   TX,11259,Dallas   TX,600,830,19,1,0,562
2015,1,5,1,WN,11618,Newark   NJ,13232,Chicago   IL,735,910,12,0,0,711
2015,1,5,1,WN,11884,Spokane   WA,11292,Denver   CO,1400,1705,17,1,0,836
2015,1,5,1,WN,12191,Houston   TX,13158,Midland/Odessa   TX,805,930,3,0,0,441
2015,1,5,1,WN,12191,Houston   TX,15016,St. Louis   MO,2000,2150,31,1,0,687
2015,1,5,1,WN,12889,Las Vegas   NV,10800,Burbank   CA,1110,1215,0,0,0,223
2015,1,5,1,WN,12889,Las Vegas   NV,11540,El Paso   TX,1725,2000,47,1,0,583
2015,1,5,1,WN,12889,Las Vegas   NV,14570,Reno   NV,2115,2230,13,0,0,345
2015,1,5,1,WN,12889,Las Vegas   NV,14771,San Francisco   CA,2115,2245,42,1,0,414
2015,1,5,1,WN,12889,Las Vegas   NV,14771,San Francisco   CA,1130,1300,12,0,0,414
2015,1,5,1,WN,12889,Las Vegas   NV,14771,San Francisco   CA,815,950,0,0,0,414
2015,1,5,1,WN,12889,Las Vegas   NV,14869,Salt Lake City   UT,1540,1800,0,0,0,368
2015,1,5,1,WN,12889,Las Vegas   NV,14908,Santa Ana   CA,700,805,0,0,0,226
2015,1,5,1,WN,12892,Los Angeles   CA,12889,Las Vegas   NV,1515,1615,24,1,0,236
2015,1,5,1,WN,12892,Los Angeles   CA,14771,San Francisco   CA,750,905,0,0,0,337
2015,1,27,2,UA,10721,Boston   MA,11618,Newark   NJ,1412,1544,,,1,200
2015,1,27,2,UA,14747,Seattle   WA,12266,Houston   TX,545,1203,0,0,0,1874
2015,1,27,2,UA,11618,Newark   NJ,12889,Las Vegas   NV,1350,1645,,,1,2227
2015,1,27,2,UA,11292,Denver   CO,10620,Billings   MT,1904,2037,0,0,0,455
2015,1,27,2,UA,12266,Houston   TX,11618,Newark   NJ,805,1231,,,1,1400
2015,1,27,2,UA,14107,Phoenix   AZ,11618,Newark   NJ,655,1337,,,1,2133
2015,1,27,2,UA,14100,Philadelphia   PA,14771,San Francisco   CA,631,1007,,,1,2521
2015,1,27,2,UA,12266,Houston   TX,14771,San Francisco   CA,1900,2119,3,0,0,1635
2015,1,4,7,WN,14100,Philadelphia   PA,13232,Chicago   IL,2145,2305,86,1,0,668
2015,1,4,7,WN,14100,Philadelphia   PA,15016,St. Louis   MO,800,940,11,0,0,814
2015,1,4,7,WN,14107,Phoenix   AZ,10397,Atlanta   GA,1520,2050,97,1,0,1587
2015,1,4,7,WN,14107,Phoenix   AZ,12892,Los Angeles   CA,1445,1500,26,1,0,370
2015,1,4,7,WN,14107,Phoenix   AZ,13204,Orlando   FL,1010,1605,14,0,0,1849
2015,1,4,7,WN,14107,Phoenix   AZ,13891,Ontario   CA,1455,1500,44,1,0,325
2015,1,4,7,WN,14107,Phoenix   AZ,14679,San Diego   CA,740,805,0,0,0,304
2015,1,4,7,WN,14107,Phoenix   AZ,14771,San Francisco   CA,1940,2040,9,0,0,651
2015,1,4,7,WN,14107,Phoenix   AZ,14908,Santa Ana   CA,2035,2050,18,1,0,338
2015,1,4,7,WN,14107,Phoenix   AZ,15016,St. Louis   MO,1830,2220,100,1,0,1262
2015,1,4,7,WN,14307,Providence   RI,15304,Tampa   FL,1340,1655,25,1,0,1136
2015,1,4,7,WN,14492,Raleigh/Durham   NC,10693,Nashville   TN,1655,1730,72,1,0,442
2015,1,4,7,WN,14492,Raleigh/Durham   NC,14107,Phoenix   AZ,1530,1835,82,1,0,1891
2015,1,4,7,WN,14524,Richmond   VA,13204,Orlando   FL,710,915,0,0,0,667
2015,1,4,7,WN,14570,Reno   NV,12892,Los Angeles   CA,635,805,0,0,0,391
2015,1,4,7,WN,14576,Rochester   NY,13232,Chicago   IL,1900,2005,71,1,0,523
2015,1,4,7,WN,14635,Fort Myers   FL,10821,Baltimore   MD,835,1100,0,0,0,919
2015,1,4,7,WN,14635,Fort Myers   FL,15016,St. Louis   MO,1655,1835,40,1,0,979
2015,1,4,7,WN,14679,San Diego   CA,12889,Las Vegas   NV,2015,2125,93,1,0,258
2015,1,4,7,WN,14679,San Diego   CA,13495,New Orleans   LA,1250,1820,7,0,0,1599
2015,1,4,7,WN,14831,San Jose   CA,13891,Ontario   CA,1940,2045,25,1,0,333
2015,1,4,7,WN,15016,St. Louis   MO,11278,Washington   DC,1935,2225,70,1,0,719
2015,1,4,7,WN,15016,St. Louis   MO,13487,Minneapolis   MN,2035,2205,106,1,0,448
2015,1,4,7,WN,15304,Tampa   FL,10821,Baltimore   MD,1645,1855,96,1,0,842
2015,1,4,7,WN,15304,Tampa   FL,13342,Milwaukee   WI,1725,1915,,,0,1075
2015,1,5,1,WN,10257,Albany   NY,13204,Orlando   FL,1510,1815,0,0,0,1073
2015,1,5,1,WN,13232,Chicago   IL,13198,Kansas City   MO,700,835,0,0,0,405
2015,1,5,1,WN,13232,Chicago   IL,14492,Raleigh/Durham   NC,910,1155,87,1,0,632
2015,1,5,1,WN,13232,Chicago   IL,14730,Louisville   KY,2030,2235,174,1,0,271
2015,1,5,1,WN,13487,Minneapolis   MN,13232,Chicago   IL,1005,1140,12,0,0,349
2015,1,5,1,WN,13796,Oakland   CA,10713,Boise   ID,1935,2205,0,0,0,511
2015,1,5,1,WN,13796,Oakland   CA,14747,Seattle   WA,1420,1620,2,0,0,671
2015,1,5,1,WN,10529,Hartford   CT,13204,Orlando   FL,1135,1435,22,1,0,1050
2015,1,5,1,WN,10693,Nashville   TN,11433,Detroit   MI,1030,1305,11,0,0,456
2015,1,5,1,WN,10693,Nashville   TN,13232,Chicago   IL,1555,1725,82,1,0,395
2015,1,5,1,WN,10693,Nashville   TN,13232,Chicago   IL,1030,1205,0,0,0,395
2015,1,5,1,WN,10792,Buffalo   NY,15304,Tampa   FL,1320,1610,7,0,0,1053
2015,1,5,1,WN,10800,Burbank   CA,12889,Las Vegas   NV,720,825,0,0,0,223
2015,1,5,1,WN,10821,Baltimore   MD,10994,Charleston   SC,830,1015,11,0,0,472
2015,1,5,1,WN,10821,Baltimore   MD,12391,Islip   NY,1845,1945,4,0,0,220
2015,1,5,1,WN,10821,Baltimore   MD,12391,Islip   NY,2205,2305,49,1,0,220
2015,1,5,1,WN,10821,Baltimore   MD,14321,Portland   ME,1600,1720,18,1,0,452
2015,1,5,1,WN,11042,Cleveland   OH,10821,Baltimore   MD,1345,1500,0,0,0,314
2015,1,5,1,WN,11259,Dallas   TX,13495,New Orleans   LA,600,715,0,0,0,436
2015,1,5,1,WN,11259,Dallas   TX,14107,Phoenix   AZ,1815,1955,0,0,0,879
2015,1,5,1,WN,11278,Washington   DC,10397,Atlanta   GA,600,745,5,0,0,547
2015,1,5,1,WN,11292,Denver   CO,10693,Nashville   TN,1545,1905,51,1,0,1014
2015,1,5,1,WN,11292,Denver   CO,12892,Los Angeles   CA,1155,1330,37,1,0,862
2015,1,5,1,WN,11292,Denver   CO,13796,Oakland   CA,1150,1330,3,0,0,957
2015,1,5,1,WN,11292,Denver   CO,14107,Phoenix   AZ,700,900,0,0,0,602
2015,1,5,1,WN,11292,Denver   CO,14570,Reno   NV,1915,2035,32,1,0,804
2015,1,5,1,WN,11292,Denver   CO,14683,San Antonio   TX,1050,1355,0,0,0,794
2015,1,5,1,WN,11292,Denver   CO,14869,Salt Lake City   UT,1540,1705,52,1,0,391
2015,1,5,1,WN,11292,Denver   CO,14908,Santa Ana   CA,1150,1315,0,0,0,846
2015,1,6,2,WN,10821,Baltimore   MD,14679,San Diego   CA,1035,1330,274,1,0,2295
2015,1,6,2,WN,10821,Baltimore   MD,15016,St. Louis   MO,1945,2110,83,1,0,738
2015,1,6,2,WN,11066,Columbus   OH,13204,Orlando   FL,1600,1815,128,1,0,802
2015,1,6,2,WN,11259,Dallas   TX,10599,Birmingham   AL,1530,1700,7,0,0,587
2015,1,6,2,WN,11259,Dallas   TX,12992,Little Rock   AR,820,920,1,0,0,296
2015,1,6,2,WN,11259,Dallas   TX,13495,New Orleans   LA,1240,1400,1,0,0,436
2015,1,6,2,WN,11259,Dallas   TX,14771,San Francisco   CA,840,1035,0,0,0,1476
2015,1,6,2,WN,11292,Denver   CO,11618,Newark   NJ,1820,2350,20,1,0,1605
2015,1,6,2,WN,11292,Denver   CO,11618,Newark   NJ,1430,2000,48,1,0,1605
2015,1,6,2,WN,11292,Denver   CO,13495,New Orleans   LA,1015,1350,0,0,0,1062
2015,1,6,2,WN,11292,Denver   CO,14107,Phoenix   AZ,1600,1755,127,1,0,602
2015,1,6,2,WN,11292,Denver   CO,14683,San Antonio   TX,1310,1610,0,0,0,794
2015,1,6,2,WN,11540,El Paso   TX,14683,San Antonio   TX,945,1210,5,0,0,496
2015,1,6,2,WN,11697,Fort Lauderdale   FL,10397,Atlanta   GA,700,855,0,0,0,581
2015,1,6,2,WN,11697,Fort Lauderdale   FL,12391,Islip   NY,2050,2335,0,0,0,1092
2015,1,6,2,WN,11697,Fort Lauderdale   FL,14843,San Juan   PR,1820,2150,244,1,0,1046
2015,1,6,2,WN,11697,Fort Lauderdale   FL,15016,St. Louis   MO,1805,2015,0,0,0,1056
2015,1,6,2,WN,12191,Houston   TX,10423,Austin   TX,835,925,0,0,0,148
2015,1,6,2,WN,12191,Houston   TX,12892,Los Angeles   CA,1225,1410,0,0,0,1390
2015,1,6,2,WN,12191,Houston   TX,13158,Midland/Odessa   TX,1605,1730,0,0,0,441
2015,1,6,2,WN,12191,Houston   TX,14107,Phoenix   AZ,1240,1435,34,1,0,1020
2015,1,5,1,WN,13891,Ontario   CA,12889,Las Vegas   NV,1420,1515,0,0,0,197
2015,1,5,1,WN,13891,Ontario   CA,14893,Sacramento   CA,1540,1655,24,1,0,390
2015,1,5,1,WN,14057,Portland   OR,13796,Oakland   CA,705,850,0,0,0,543
2015,1,5,1,WN,14107,Phoenix   AZ,13796,Oakland   CA,915,1020,8,0,0,646
2015,1,5,1,WN,14107,Phoenix   AZ,14869,Salt Lake City   UT,2030,2205,24,1,0,507
2015,1,5,1,WN,14122,Pittsburgh   PA,10821,Baltimore   MD,1825,1935,2,0,0,210
2015,1,5,1,WN,14122,Pittsburgh   PA,15304,Tampa   FL,1615,1840,21,1,0,873
2015,1,5,1,WN,14492,Raleigh/Durham   NC,10397,Atlanta   GA,1645,1810,28,1,0,356
2015,1,5,1,WN,14576,Rochester   NY,13204,Orlando   FL,1200,1455,0,0,0,1033
2015,1,5,1,WN,14683,San Antonio   TX,10397,Atlanta   GA,1210,1525,21,1,0,874
2015,1,6,2,WN,12889,Las Vegas   NV,15016,St. Louis   MO,1245,1755,0,0,0,1371
2015,1,6,2,WN,12889,Las Vegas   NV,15304,Tampa   FL,1000,1710,30,1,0,1984
2015,1,6,2,WN,12892,Los Angeles   CA,12889,Las Vegas   NV,1440,1545,26,1,0,236
2015,1,6,2,WN,12892,Los Angeles   CA,12889,Las Vegas   NV,1330,1435,34,1,0,236
2015,1,6,2,WN,12892,Los Angeles   CA,13198,Kansas City   MO,1915,20,74,1,0,1363
2015,1,6,2,WN,13198,Kansas City   MO,13232,Chicago   IL,1555,1715,3,0,0,405
2015,1,6,2,WN,13198,Kansas City   MO,14679,San Diego   CA,1235,1410,0,0,0,1334
2015,1,6,2,WN,13204,Orlando   FL,10397,Atlanta   GA,615,800,0,0,0,404
2015,1,6,2,WN,13204,Orlando   FL,11259,Dallas   TX,1240,1440,232,1,0,973
2015,1,6,2,WN,13204,Orlando   FL,13232,Chicago   IL,1100,1250,0,0,0,990
2015,1,6,2,WN,13204,Orlando   FL,14107,Phoenix   AZ,1650,1955,66,1,0,1849
2015,1,6,2,WN,13232,Chicago   IL,11259,Dallas   TX,1250,1520,0,0,0,793
2015,1,6,2,WN,13232,Chicago   IL,12889,Las Vegas   NV,900,1115,52,1,0,1521
2015,1,6,2,WN,13232,Chicago   IL,13871,Omaha   NE,845,1020,,,1,423
2015,1,6,2,WN,13232,Chicago   IL,14100,Philadelphia   PA,1005,1255,32,1,0,668
2015,1,6,2,WN,13232,Chicago   IL,14492,Raleigh/Durham   NC,945,1230,28,1,0,632
2015,1,6,2,WN,13296,Manchester   NH,15304,Tampa   FL,910,1245,114,1,0,1204
2015,1,6,2,WN,13342,Milwaukee   WI,11278,Washington   DC,730,1030,,,1,634
2015,1,6,2,WN,13495,New Orleans   LA,11259,Dallas   TX,700,830,0,0,0,436
2015,1,6,2,WN,13796,Oakland   CA,14747,Seattle   WA,1630,1825,0,0,0,671
2015,1,6,2,WN,13891,Ontario   CA,11292,Denver   CO,1535,1845,51,1,0,819
2015,1,6,2,WN,13891,Ontario   CA,13796,Oakland   CA,705,830,0,0,0,362
2015,1,6,2,WN,14027,West Palm Beach/Palm Beach   FL,14100,Philadelphia   PA,1300,1535,,,0,951
2015,1,6,2,WN,14057,Portland   OR,12889,Las Vegas   NV,1805,2010,7,0,0,763
2015,1,6,2,WN,14057,Portland   OR,14831,San Jose   CA,1155,1340,77,1,0,569
2015,1,6,2,WN,14100,Philadelphia   PA,10693,Nashville   TN,600,730,0,0,0,675
2015,1,6,2,WN,14100,Philadelphia   PA,13232,Chicago   IL,1855,2030,124,1,0,668
2015,1,6,2,WN,14100,Philadelphia   PA,14027,West Palm Beach/Palm Beach   FL,1430,1725,121,1,0,951
2015,1,6,2,WN,14107,Phoenix   AZ,10693,Nashville   TN,1155,1605,22,1,0,1449
2015,1,6,2,WN,14107,Phoenix   AZ,12191,Houston   TX,825,1155,0,0,0,1020
2015,1,7,3,WN,10423,Austin   TX,10693,Nashville   TN,1705,1900,0,0,0,756
2015,1,5,1,WN,13198,Kansas City   MO,13232,Chicago   IL,630,815,0,0,0,405
2015,1,5,1,WN,13204,Orlando   FL,10397,Atlanta   GA,905,1040,0,0,0,404
2015,1,5,1,WN,13204,Orlando   FL,10821,Baltimore   MD,1515,1725,0,0,0,787
2015,1,5,1,WN,13204,Orlando   FL,14122,Pittsburgh   PA,1935,2150,0,0,0,834
2015,1,5,1,WN,13204,Orlando   FL,14122,Pittsburgh   PA,1010,1225,0,0,0,834
2015,1,5,1,WN,13204,Orlando   FL,14843,San Juan   PR,1430,1815,0,0,0,1189
2015,1,5,1,WN,14771,San Francisco   CA,14908,Santa Ana   CA,1405,1530,0,0,0,372
2015,1,5,1,WN,14869,Salt Lake City   UT,11292,Denver   CO,1535,1700,18,1,0,391
2015,1,5,1,WN,14869,Salt Lake City   UT,13796,Oakland   CA,1355,1445,14,0,0,588
2015,1,5,1,WN,14893,Sacramento   CA,11292,Denver   CO,545,920,0,0,0,909
2015,1,5,1,WN,14893,Sacramento   CA,14908,Santa Ana   CA,1910,2035,3,0,0,404
2015,1,5,1,WN,15016,St. Louis   MO,13495,New Orleans   LA,1145,1335,0,0,0,604
2015,1,5,1,WN,15304,Tampa   FL,13342,Milwaukee   WI,1725,1915,13,0,0,1075
2015,1,6,2,WN,10397,Atlanta   GA,13198,Kansas City   MO,850,1010,0,0,0,692
2015,1,6,2,WN,10423,Austin   TX,14107,Phoenix   AZ,1450,1630,0,0,0,872
2015,1,6,2,WN,10529,Hartford   CT,10821,Baltimore   MD,1750,1905,24,1,0,283
2015,1,6,2,WN,10693,Nashville   TN,12953,New York   NY,620,935,37,1,0,764
